,property_type,place_name,state_name,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,rooms,terraza,patio,parrilla,salon,laundry,pileta,cochera,estado_nuevo,estado_a_reciclar
30614,apartment,Flores,Capital Federal,-34.622445,-58.4596061,465000.0,207.0,183.0,2246.376811594203,5.0,0,0,0,0,0,0,1,0,0
30619,apartment,Recoleta,Capital Federal,-34.5977004369,-58.3840686116,270000.0,85.0,85.0,3176.470588235294,3.0,0,0,0,0,0,0,0,0,0
30620,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,190000.0,75.0,75.0,2533.3333333333335,3.0,0,0,0,0,1,0,0,1,0
30622,apartment,San Telmo,Capital Federal,-34.6247504837,-58.379148244899994,179000.0,47.0,47.0,3808.5106382978724,1.0,0,0,0,0,0,0,0,0,0
30625,apartment,Nuñez,Capital Federal,-34.553248,-58.462215,133553.0,44.0,44.0,3035.2954545454545,2.0,0,0,0,0,0,0,0,0,0
30626,apartment,Nuñez,Capital Federal,-34.553248,-58.462215,136659.0,44.0,44.0,3105.8863636363635,2.0,0,0,0,0,0,0,0,0,0
30627,apartment,Nuñez,Capital Federal,-34.553248,-58.462215,133553.0,44.0,44.0,3035.2954545454545,2.0,0,0,0,0,0,0,1,0,0
30632,apartment,Flores,Capital Federal,-34.626318,-58.456107,195000.0,74.0,64.0,2635.135135135135,3.0,0,0,0,0,1,0,1,0,0
30646,apartment,Flores,Capital Federal,-34.632422600000005,-58.453927,360000.0,181.0,168.0,1988.9502762430939,4.0,0,0,0,0,1,0,1,0,0
30649,apartment,Barrio Norte,Capital Federal,-34.6001328687,-58.3896382509,64000.0,38.0,34.0,1684.2105263157894,7.0,0,1,0,0,1,0,0,1,0
30659,apartment,Colegiales,Capital Federal,-34.5749507,-58.4578416,165000.0,71.0,53.0,2323.943661971831,3.0,0,1,1,0,0,0,0,1,0
30665,apartment,San Telmo,Capital Federal,-34.626209,-58.37591800000001,315000.0,181.0,141.0,1740.3314917127072,5.0,0,0,0,0,1,0,1,0,0
30682,PH,Villa Urquiza,Capital Federal,-34.5753384,-58.49534720000001,220000.0,75.0,75.0,2933.3333333333335,3.0,0,0,0,0,0,1,0,0,0
30683,apartment,San Telmo,Capital Federal,-34.618513,-58.37512099999999,350000.0,200.0,150.0,1750.0,4.0,1,1,1,0,0,0,0,0,0
30684,apartment,Balvanera,Capital Federal,-34.609736,-58.399693000000006,145000.0,90.0,80.0,1611.111111111111,3.0,0,0,0,0,0,0,0,1,0
30685,store,Balvanera,Capital Federal,-34.618493,-58.379703000000006,105000.0,31.0,31.0,3387.0967741935483,1.0,0,0,0,0,0,0,0,0,0
30694,apartment,Congreso,Capital Federal,-34.6086295586,-58.3906893395,63000.0,27.0,27.0,2333.3333333333335,1.0,0,0,0,0,0,0,0,0,0
30695,apartment,Congreso,Capital Federal,-34.6086295586,-58.3906893395,63000.0,27.0,27.0,2333.3333333333335,1.0,0,0,0,0,0,0,0,0,0
30696,PH,Villa Urquiza,Capital Federal,-34.5723771959,-58.499968138599996,65000.0,35.0,27.0,1857.142857142857,2.0,0,1,0,0,0,0,0,1,0
30697,apartment,Puerto Madero,Capital Federal,-34.621248652199995,-58.361424648,1100000.0,185.0,185.0,5945.945945945946,3.0,0,0,0,0,1,1,1,1,0
30722,apartment,Puerto Madero,Capital Federal,-34.6177194,-58.3620561,690000.0,143.0,143.0,4825.174825174825,3.0,1,0,0,0,1,1,1,1,0
30733,apartment,Puerto Madero,Capital Federal,-34.6114926042,-58.3609846479,1600000.0,161.0,161.0,9937.888198757764,3.0,0,0,0,0,1,1,1,0,0
30737,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,900000.0,1100.0,510.0,818.1818181818181,4.0,0,0,1,0,1,1,1,0,0
30753,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,660000.0,237.0,237.0,2784.8101265822784,4.0,0,0,0,0,1,1,0,0,0
30761,apartment,Caballito,Capital Federal,-34.611487,-58.4316713,205000.0,100.0,92.0,2050.0,4.0,0,0,0,0,1,0,0,1,0
30765,house,Nuñez,Capital Federal,-34.550256,-58.463852,715000.0,249.0,249.0,2871.4859437751006,6.0,1,0,0,0,1,1,1,0,0
30766,apartment,Palermo Hollywood,Capital Federal,-34.58172446633833,-58.43451921365042,148419.0,49.0,41.0,3028.9591836734694,2.0,0,0,0,1,0,1,0,0,0
30781,house,Villa Soldati,Capital Federal,-34.66094879999999,-58.4445291,240000.0,595.0,425.0,403.3613445378151,4.0,1,1,0,0,0,0,1,0,0
30784,apartment,Flores,Capital Federal,-34.6250845,-58.45781170000001,75000.0,30.0,28.0,2500.0,1.0,0,0,0,0,0,0,1,1,0
30786,apartment,Floresta,Capital Federal,-34.6276525866,-58.4906489688,93000.0,71.0,66.0,1309.8591549295775,3.0,0,0,0,0,0,0,0,0,0
30787,apartment,Flores,Capital Federal,-34.6200126187,-58.4681703694,91000.0,63.0,49.0,1444.4444444444443,3.0,0,1,0,0,0,0,0,0,0
30792,PH,Flores,Capital Federal,-34.6332515332,-58.45988752220001,285000.0,272.0,272.0,1047.7941176470588,5.0,1,0,1,0,1,0,0,0,0
30799,apartment,Flores,Capital Federal,-34.6298518751,-58.4614834259,250000.0,100.0,90.0,2500.0,4.0,0,0,0,0,1,0,1,0,0
30800,house,Flores,Capital Federal,-34.6421031,-58.45730699999999,245000.0,210.0,110.0,1166.6666666666667,4.0,1,1,0,0,0,0,0,1,0
30811,apartment,San Telmo,Capital Federal,-34.611609,-58.3706179,215000.0,123.0,120.0,1747.9674796747968,4.0,0,0,0,0,1,0,0,0,0
30823,apartment,Flores,Capital Federal,-34.6312939,-58.4648643,135000.0,71.0,63.0,1901.4084507042253,3.0,0,0,0,0,0,0,0,0,0
30828,store,Flores,Capital Federal,-34.6323340315,-58.4628466079,100000.0,35.0,35.0,2857.1428571428573,1.0,0,0,0,0,0,0,0,0,0
30834,PH,Flores,Capital Federal,-34.6375868822,-58.4657547995,220000.0,123.0,123.0,1788.6178861788617,4.0,1,0,1,0,0,0,0,0,0
30856,house,Floresta,Capital Federal,-34.6361779041,-58.4734698878,390000.0,390.0,270.0,1000.0,4.0,0,0,1,0,1,0,1,0,0
30862,apartment,Once,Capital Federal,-34.6069164477,-58.4020297192,60000.0,29.0,29.0,2068.9655172413795,1.0,0,0,0,0,0,0,0,0,0
30864,apartment,Balvanera,Capital Federal,-34.6101223,-58.4059406,140000.0,80.0,80.0,1750.0,3.0,0,0,0,0,0,0,0,1,0
30865,apartment,Flores,Capital Federal,-34.6264779,-58.4681522,165000.0,138.0,68.0,1195.6521739130435,3.0,0,0,1,0,0,0,0,0,0
30866,PH,Floresta,Capital Federal,-34.623384,-58.482694,118000.0,105.0,54.0,1123.8095238095239,2.0,1,0,0,0,0,0,0,1,0
30873,apartment,Floresta,Capital Federal,-34.625743958499996,-58.4888433111,154500.0,88.0,64.0,1755.6818181818182,3.0,1,0,1,0,0,1,1,1,0
30879,apartment,Caballito,Capital Federal,-34.6094162,-58.45573639999999,75000.0,37.0,37.0,2027.027027027027,2.0,0,0,0,0,1,0,0,0,0
30883,apartment,Flores,Capital Federal,-34.6332049777,-58.4598578492,55000.0,20.0,20.0,2750.0,1.0,0,0,0,0,0,0,0,0,0
30889,apartment,Flores,Capital Federal,-34.6349657,-58.4656781,65500.0,27.0,24.0,2425.925925925926,1.0,0,0,0,0,0,0,0,0,0
30890,apartment,Flores,Capital Federal,-34.6166936121,-58.475245244499995,73500.0,34.0,32.0,2161.764705882353,1.0,0,0,1,0,0,1,0,1,0
30891,apartment,Villa Santa Rita,Capital Federal,-34.6166005051,-58.475044061300004,73500.0,34.0,32.0,2161.764705882353,1.0,0,0,1,0,0,1,0,1,0
30892,PH,Flores,Capital Federal,-34.64131079999999,-58.4519116,89900.0,48.0,48.0,1872.9166666666667,2.0,0,0,0,0,1,0,0,0,0
30893,PH,Parque Chacabuco,Capital Federal,-34.637652,-58.4328997,95000.0,43.0,43.0,2209.3023255813955,3.0,0,0,0,0,0,0,0,0,0
30898,PH,Villa Ortuzar,Capital Federal,-34.58357279999999,-58.467526,265000.0,169.0,129.0,1568.0473372781064,3.0,1,1,0,0,1,0,0,0,0
30899,apartment,Puerto Madero,Capital Federal,-34.6049679,-58.3644667,1400000.0,208.0,200.0,6730.7692307692305,3.0,0,0,0,0,0,0,1,0,0
30900,apartment,Boedo,Capital Federal,-34.6270539,-58.4200379,78000.0,33.0,33.0,2363.6363636363635,1.0,0,0,1,0,1,0,1,0,0
30902,apartment,Once,Capital Federal,-34.6089565,-58.4059187,51000.0,35.0,35.0,1457.142857142857,1.0,0,0,0,0,0,0,0,0,0
30903,apartment,Recoleta,Capital Federal,-34.5970565,-58.387074,370000.0,109.0,109.0,3394.4954128440368,5.0,0,0,0,0,0,0,1,0,0
30906,apartment,San Telmo,Capital Federal,-34.626605100000006,-58.3759149,98000.0,60.0,53.0,1633.3333333333333,3.0,0,0,0,0,0,0,0,0,0
30907,apartment,Boca,Capital Federal,-34.6282057,-58.36652,59000.0,37.0,34.0,1594.5945945945946,1.0,0,0,0,0,0,0,0,0,0
30908,apartment,Recoleta,Capital Federal,-34.5890091,-58.3961154,185000.0,73.0,65.0,2534.246575342466,4.0,0,0,0,0,0,0,0,0,0
30912,apartment,Palermo,Capital Federal,-34.571149600000005,-58.4232966,152000.0,62.0,62.0,2451.6129032258063,3.0,0,0,0,0,0,0,0,0,0
30925,house,Flores,Capital Federal,-34.6218093,-58.4617661,420000.0,250.0,310.0,1680.0,6.0,1,0,1,0,1,0,1,0,0
30929,apartment,Recoleta,Capital Federal,-34.5892394,-58.3822149,330000.0,117.0,113.0,2820.5128205128203,4.0,0,1,0,0,1,0,1,1,0
30930,apartment,Balvanera,Capital Federal,-34.6115494,-58.4102284,61000.0,38.0,36.0,1605.2631578947369,1.0,0,0,0,0,0,0,0,1,0
30931,apartment,Recoleta,Capital Federal,-34.5895459,-58.39736360000001,1750000.0,330.0,300.0,5303.030303030303,5.0,1,1,0,0,1,0,1,1,0
30932,apartment,Flores,Capital Federal,-34.623658500000005,-58.4728053,129000.0,65.0,60.0,1984.6153846153845,3.0,0,0,0,0,1,0,0,0,0
30935,apartment,Saavedra,Capital Federal,-34.554241999999995,-58.49154889999999,188000.0,93.0,84.0,2021.505376344086,3.0,0,0,0,0,1,0,0,0,0
30938,apartment,Recoleta,Capital Federal,-34.5977004369,-58.3840686116,270000.0,85.0,85.0,3176.470588235294,3.0,0,0,0,0,0,0,0,0,0
30939,apartment,Villa Crespo,Capital Federal,-34.5976786,-58.4430195,209000.0,80.0,73.0,2612.5,3.0,0,0,0,0,0,0,1,1,0
30940,PH,Mataderos,Capital Federal,-34.65467,-58.5099044,155000.0,135.0,105.0,1148.148148148148,5.0,1,1,0,0,1,0,0,1,0
30942,apartment,Barrio Norte,Capital Federal,-34.593711799999994,-58.39709570000001,260000.0,119.0,76.0,2184.873949579832,4.0,0,1,0,0,1,0,0,1,0
30943,apartment,Puerto Madero,Capital Federal,-34.6134963,-58.3631497,730000.0,130.0,130.0,5615.384615384615,4.0,0,0,0,0,1,1,1,0,0
30949,apartment,Liniers,Capital Federal,-34.6427706,-58.50956729999999,67000.0,34.0,27.0,1970.5882352941176,1.0,0,1,0,0,1,0,0,1,0
30954,apartment,Floresta,Capital Federal,-34.6312499,-58.4918998,169900.0,76.0,68.0,2235.5263157894738,3.0,0,0,0,0,1,0,1,0,0
30955,PH,Liniers,Capital Federal,-34.6545054511,-58.5223453971,129000.0,76.0,43.0,1697.3684210526317,2.0,0,1,0,0,1,0,1,0,0
30964,PH,Floresta,Capital Federal,-34.6283606,-58.4845056,95000.0,105.0,49.0,904.7619047619048,2.0,1,1,1,0,0,0,0,0,0
30967,apartment,Flores,Capital Federal,-34.6332003,-58.4547675,320000.0,167.0,148.0,1916.1676646706587,5.0,1,0,0,0,1,0,0,0,0
30970,apartment,Villa Urquiza,Capital Federal,-34.5826152421,-58.4702185443,79000.0,36.0,36.0,2194.4444444444443,1.0,0,0,0,0,0,0,1,0,0
30971,apartment,Palermo,Capital Federal,-34.5776745,-58.4243552,289000.0,56.0,56.0,5160.714285714285,2.0,0,0,0,0,0,0,0,0,0
30972,house,Palermo,Capital Federal,-34.5783266,-58.4005053,2990000.0,300.0,380.0,9966.666666666666,5.0,1,1,0,0,0,0,0,0,0
30973,apartment,Villa Luro,Capital Federal,-34.6389789,-58.500115,95000.0,44.0,41.0,2159.090909090909,2.0,0,0,0,0,1,0,0,0,0
30976,apartment,Agronomía,Capital Federal,-34.59056079999999,-58.4802571,95000.0,41.0,39.0,2317.0731707317073,2.0,0,0,0,0,0,0,1,0,0
30977,store,Recoleta,Capital Federal,-34.5901641662,-58.4034790366,260000.0,58.0,58.0,4482.758620689655,2.0,0,0,0,0,0,0,0,0,0
30980,apartment,Colegiales,Capital Federal,-34.5758797916,-58.461906608999996,125000.0,50.0,43.0,2500.0,2.0,0,0,1,0,0,0,0,0,0
30989,apartment,Villa del Parque,Capital Federal,-34.602435,-58.493366,140000.0,54.0,54.0,2592.5925925925926,3.0,0,0,0,0,1,0,0,0,0
31027,apartment,Boca,Capital Federal,-34.629532399999995,-58.36873249999999,92000.0,53.0,49.0,1735.8490566037735,2.0,0,0,0,0,0,0,0,0,0
31035,store,Floresta,Capital Federal,-34.6266044241,-58.4844092623,52000.0,30.0,30.0,1733.3333333333333,1.0,0,0,0,0,0,0,0,0,0
31036,apartment,Almagro,Capital Federal,-34.6102250098,-58.4126452555,115000.0,65.0,50.0,1769.2307692307693,3.0,1,1,0,0,0,0,0,0,0
31038,apartment,Balvanera,Capital Federal,-34.6123071,-58.40130870000001,105000.0,73.0,73.0,1438.3561643835617,4.0,0,1,0,0,0,0,1,0,0
31081,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,650000.0,816.0,360.0,796.5686274509804,4.0,0,1,1,0,1,1,1,1,0
31103,apartment,Palermo,Capital Federal,-34.5751278179,-58.4382838981,119000.0,46.0,40.0,2586.9565217391305,1.0,0,0,0,0,1,0,0,0,0
31128,apartment,San Cristobal,Capital Federal,-34.6241109,-58.39600260000001,70000.0,36.0,36.0,1944.4444444444443,2.0,1,0,0,0,0,0,0,0,0
31129,apartment,Las Cañitas,Capital Federal,-34.562701700000005,-58.4403424,245000.0,75.0,75.0,3266.6666666666665,3.0,0,0,0,0,0,0,0,1,0
31130,apartment,Barrio Norte,Capital Federal,-34.5898905,-58.382595,360000.0,95.0,86.0,3789.4736842105262,4.0,0,0,0,0,1,0,1,1,0
31131,apartment,Barrio Norte,Capital Federal,-34.5730069,-58.41910350000001,375000.0,75.0,75.0,5000.0,2.0,1,0,0,0,0,1,1,1,0
31132,apartment,Palermo,Capital Federal,-34.580056,-58.4415944,440000.0,110.0,110.0,4000.0,3.0,0,0,0,0,0,1,1,0,0
31135,apartment,San Cristobal,Capital Federal,-34.6246118,-58.4102086,108000.0,50.0,50.0,2160.0,2.0,0,0,0,0,0,0,0,1,0
31141,apartment,San Cristobal,Capital Federal,-34.624141200000004,-58.4051818,155000.0,77.0,72.0,2012.987012987013,4.0,0,0,0,0,0,0,0,1,0
31149,apartment,Villa Urquiza,Capital Federal,-34.5796048,-58.493287,132000.0,43.0,38.0,3069.767441860465,2.0,1,0,0,0,0,0,0,0,0
31150,apartment,Villa Urquiza,Capital Federal,-34.5796048,-58.493287,124000.0,40.0,36.0,3100.0,2.0,1,0,0,0,0,0,0,0,0
31151,apartment,Villa Urquiza,Capital Federal,-34.5796048,-58.493287,95000.0,34.0,32.0,2794.1176470588234,1.0,0,0,0,0,0,0,0,0,0
31152,apartment,Villa Urquiza,Capital Federal,-34.5796048,-58.493287,98000.0,34.0,32.0,2882.3529411764707,1.0,0,0,0,0,0,0,0,0,0
31179,apartment,Belgrano,Capital Federal,-34.56767070000001,-58.432624,260000.0,100.0,94.0,2600.0,3.0,0,0,0,0,1,0,0,0,0
31180,apartment,Caballito,Capital Federal,-34.6158868523,-58.4395629706,184000.0,64.0,60.0,2875.0,3.0,0,0,0,0,0,0,1,0,0
31181,apartment,Caballito,Capital Federal,-34.6158868523,-58.4395629706,184000.0,64.0,60.0,2875.0,3.0,0,0,0,0,0,0,1,0,0
31182,apartment,Almagro,Capital Federal,-34.6085306,-58.419470200000006,85000.0,42.0,42.0,2023.8095238095239,2.0,0,0,0,0,0,0,0,0,0
31183,apartment,Caballito,Capital Federal,-34.6272681,-58.4404348,247425.0,81.0,75.0,3054.6296296296296,3.0,0,0,0,0,1,1,1,0,0
31184,apartment,Villa del Parque,Capital Federal,-34.62998020000001,-58.5305934,320000.0,561.0,481.0,570.409982174688,7.0,0,0,0,0,0,0,1,0,0
31185,apartment,Balvanera,Capital Federal,-34.6036844,-58.3815591,67000.0,35.0,35.0,1914.2857142857142,2.0,0,0,0,0,0,0,0,0,0
31186,apartment,Centro / Microcentro,Capital Federal,-34.6023128,-58.3765689,115000.0,64.0,64.0,1796.875,3.0,0,0,0,0,0,0,0,1,0
31187,apartment,Palermo,Capital Federal,-34.5927492,-58.4161061,85000.0,35.0,33.0,2428.5714285714284,1.0,0,0,0,0,0,0,0,0,0
31188,store,Abasto,Capital Federal,-34.6029364,-58.4084654,160000.0,112.0,112.0,1428.5714285714287,2.0,0,0,0,0,0,0,0,0,0
31189,apartment,Villa Crespo,Capital Federal,-34.6022080235,-58.43864150050001,155000.0,76.0,72.0,2039.4736842105262,3.0,0,0,0,0,1,0,0,0,0
31190,apartment,Villa Crespo,Capital Federal,-34.6022080235,-58.43864150050001,155000.0,76.0,72.0,2039.4736842105262,4.0,0,0,0,0,1,0,0,0,0
31191,apartment,Parque Centenario,Capital Federal,-34.6018006,-58.43794250000001,155000.0,76.0,72.0,2039.4736842105262,4.0,0,0,0,0,1,0,0,0,0
31192,apartment,Parque Centenario,Capital Federal,-34.6018006,-58.43794250000001,155000.0,76.0,72.0,2039.4736842105262,3.0,0,0,0,0,1,0,0,0,0
31193,apartment,Villa Crespo,Capital Federal,-34.6022080235,-58.43864150050001,155000.0,76.0,72.0,2039.4736842105262,3.0,0,0,0,0,1,0,0,0,0
31194,apartment,Villa Crespo,Capital Federal,-34.6022080235,-58.43864150050001,155000.0,76.0,72.0,2039.4736842105262,4.0,0,0,0,0,1,0,0,0,0
31195,apartment,Parque Centenario,Capital Federal,-34.6018006,-58.43794250000001,155000.0,76.0,72.0,2039.4736842105262,3.0,0,0,0,0,1,0,0,0,0
31196,apartment,Parque Centenario,Capital Federal,-34.6018006,-58.43794250000001,155000.0,76.0,72.0,2039.4736842105262,4.0,0,0,0,0,1,0,0,0,0
31197,apartment,Villa Crespo,Capital Federal,-34.59842570000001,-58.4510583,179000.0,95.0,88.0,1884.2105263157894,4.0,0,0,0,0,1,0,0,0,0
31198,apartment,Parque Chacabuco,Capital Federal,-34.639723700000005,-58.4371213,78000.0,46.0,43.0,1695.6521739130435,2.0,0,0,0,0,1,0,0,1,0
31199,PH,Villa Crespo,Capital Federal,-34.59842570000001,-58.4510583,179000.0,95.0,88.0,1884.2105263157894,4.0,0,0,0,0,1,0,0,0,0
31200,apartment,Parque Chacabuco,Capital Federal,-34.639723700000005,-58.4371213,78000.0,46.0,43.0,1695.6521739130435,2.0,0,0,0,0,1,0,0,1,0
31201,apartment,Villa Crespo,Capital Federal,-34.59842570000001,-58.4510583,179000.0,95.0,88.0,1884.2105263157894,4.0,0,0,0,0,1,0,0,0,0
31202,PH,Villa Crespo,Capital Federal,-34.59842570000001,-58.4510583,179000.0,95.0,88.0,1884.2105263157894,4.0,0,0,0,0,1,0,0,0,0
31203,apartment,Chacarita,Capital Federal,-34.5937974,-58.4447924,179000.0,95.0,88.0,1884.2105263157894,4.0,0,0,0,0,1,0,0,0,0
31204,PH,Chacarita,Capital Federal,-34.5937974,-58.4447924,179000.0,95.0,88.0,1884.2105263157894,4.0,0,0,0,0,1,0,0,0,0
31205,PH,Villa Crespo,Capital Federal,-34.6042367585,-58.453181236999995,170000.0,176.0,76.0,965.9090909090909,3.0,0,0,1,0,1,0,0,0,0
31206,apartment,Villa Crespo,Capital Federal,-34.6042367585,-58.453181236999995,170000.0,176.0,76.0,965.9090909090909,3.0,0,0,1,0,1,0,0,0,0
31207,PH,Villa Crespo,Capital Federal,-34.6041213,-58.4532523,170000.0,176.0,76.0,965.9090909090909,3.0,0,0,1,0,1,0,0,0,0
31208,apartment,Villa Crespo,Capital Federal,-34.6041213,-58.4532523,170000.0,176.0,76.0,965.9090909090909,3.0,0,0,1,0,1,0,0,0,0
31209,apartment,Palermo,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31210,apartment,Almagro,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31211,PH,Palermo,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31212,PH,Almagro,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31213,apartment,Almagro,Capital Federal,-34.602608700000005,-58.4241996,300000.0,125.0,112.0,2400.0,4.0,0,0,0,0,1,0,0,0,0
31214,apartment,Almagro,Capital Federal,-34.602608700000005,-58.4241996,300000.0,125.0,112.0,2400.0,4.0,0,0,0,0,1,0,0,0,0
31215,apartment,Palermo,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31216,apartment,Almagro,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31217,PH,Palermo,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31218,PH,Almagro,Capital Federal,-34.59760170000001,-58.421508900000006,220000.0,95.0,90.0,2315.7894736842104,4.0,0,1,0,0,1,0,0,0,0
31219,apartment,Balvanera,Capital Federal,-34.6158197,-58.405899,45000.0,20.0,20.0,2250.0,1.0,0,0,0,0,0,0,0,0,0
31220,apartment,Balvanera,Capital Federal,-34.6158197,-58.405899,45000.0,20.0,20.0,2250.0,1.0,0,0,0,0,0,0,0,0,0
31222,apartment,Palermo,Capital Federal,-34.5758818717,-58.4197773262,178000.0,50.0,42.0,3560.0,2.0,0,0,0,0,1,0,1,0,0
31223,apartment,Palermo Soho,Capital Federal,-34.5871054606,-58.4235643082,259000.0,79.0,79.0,3278.481012658228,4.0,0,0,0,0,0,0,0,0,0
31224,apartment,Villa Crespo,Capital Federal,-34.5942511725,-58.443361225299995,215000.0,98.0,98.0,2193.877551020408,3.0,0,0,0,0,1,0,0,1,0
31225,apartment,Villa del Parque,Capital Federal,-34.603264805,-58.4924302939,147000.0,110.0,95.0,1336.3636363636363,3.0,0,0,0,0,1,0,0,1,0
31226,apartment,Palermo,Capital Federal,-34.5826727,-58.41211460000001,198000.0,81.0,69.0,2444.4444444444443,2.0,0,0,0,0,1,0,0,1,0
31227,store,Caballito,Capital Federal,-34.6121165314,-58.4330003116,129900.0,62.0,62.0,2095.1612903225805,5.0,0,1,0,0,0,0,0,0,0
31228,store,Palermo,Capital Federal,-34.5933079,-58.435462,625000.0,108.0,108.0,5787.037037037037,3.0,0,0,0,0,0,0,0,0,0
31236,apartment,Liniers,Capital Federal,-34.639299159000004,-58.5158008158,70000.0,35.0,31.0,2000.0,1.0,0,0,0,0,0,0,0,0,0
31237,house,Mataderos,Capital Federal,-34.6589229,-58.515758700000006,480000.0,282.0,232.0,1702.127659574468,4.0,1,1,0,0,1,0,1,1,0
31238,PH,Liniers,Capital Federal,-34.6473071,-58.52713589999999,170000.0,175.0,120.0,971.4285714285714,4.0,1,1,0,0,1,0,1,0,1
31239,apartment,Liniers,Capital Federal,-34.6451531,-58.5183804,73000.0,44.0,42.0,1659.090909090909,2.0,1,0,1,0,1,0,0,0,0
31243,PH,Liniers,Capital Federal,-34.6458392739,-58.5173238449,147000.0,192.0,90.0,765.625,3.0,1,1,0,0,1,1,1,0,0
31244,apartment,Belgrano,Capital Federal,-34.5733541,-58.4384738,110000.0,51.0,39.0,2156.8627450980393,2.0,0,1,0,0,1,0,0,1,0
31245,apartment,Belgrano,Capital Federal,-34.572138611599996,-58.444792902399996,398000.0,166.0,146.0,2397.590361445783,5.0,0,0,0,0,1,0,0,0,0
31246,apartment,Palermo,Capital Federal,-34.5755557875,-58.430553025100004,115000.0,40.0,40.0,2875.0,2.0,0,0,0,0,0,0,0,0,0
31247,apartment,Coghlan,Capital Federal,-34.5563098,-58.4785967,115000.0,46.0,41.0,2500.0,2.0,0,0,0,0,1,0,0,0,0
31248,apartment,Saavedra,Capital Federal,-34.5563098,-58.4785967,115000.0,46.0,41.0,2500.0,2.0,0,0,0,0,1,0,0,0,0
31249,apartment,Belgrano,Capital Federal,-34.5732775,-58.4450225,105000.0,43.0,43.0,2441.860465116279,2.0,0,0,0,0,1,0,0,0,0
31253,apartment,Recoleta,Capital Federal,-34.5901082708,-58.3920446001,670000.0,266.0,266.0,2518.7969924812032,5.0,0,0,0,0,0,0,1,0,0
31254,apartment,Recoleta,Capital Federal,-34.5994274,-58.4015856,230000.0,78.0,62.0,2948.7179487179487,1.0,0,0,0,0,1,1,1,0,0
31255,apartment,Recoleta,Capital Federal,-34.6036844,-58.3815591,349000.0,116.0,116.0,3008.6206896551726,4.0,0,0,0,0,1,0,0,1,0
31256,apartment,Palermo,Capital Federal,-34.5812994,-58.4264894,143000.0,53.0,53.0,2698.1132075471696,2.0,0,1,0,0,0,0,0,1,0
31257,apartment,Palermo,Capital Federal,-34.58139970000001,-58.4033468,780000.0,193.0,186.0,4041.4507772020725,4.0,0,0,0,0,0,0,0,0,0
31258,apartment,Palermo,Capital Federal,-34.583276299999994,-58.403119200000006,330000.0,122.0,112.0,2704.9180327868853,4.0,0,0,0,0,1,0,1,0,0
31259,apartment,Barrio Norte,Capital Federal,-34.5947739,-58.4015478,770000.0,220.0,217.0,3500.0,5.0,0,0,0,0,0,0,0,0,0
31268,store,Barrio Norte,Capital Federal,-34.5952496,-58.3857762,430000.0,122.0,122.0,3524.590163934426,1.0,0,0,0,0,0,0,0,0,0
31273,apartment,Belgrano,Capital Federal,-34.554345,-58.46040840000001,94000.0,37.0,34.0,2540.5405405405404,1.0,0,0,0,0,0,0,0,0,0
31285,house,Nuñez,Capital Federal,-34.5490717,-58.4641953,290000.0,160.0,140.0,1812.5,6.0,1,0,1,0,1,0,0,0,0
31287,apartment,Belgrano,Capital Federal,-34.557288,-58.4438815,210000.0,85.0,80.0,2470.5882352941176,3.0,0,0,0,0,0,0,0,0,0
31294,apartment,Congreso,Capital Federal,-34.6079926,-58.39207190000001,240000.0,99.0,99.0,2424.242424242424,3.0,0,0,0,0,0,0,0,0,0
31295,apartment,Monserrat,Capital Federal,-34.6134235,-58.3860608,610000.0,333.0,333.0,1831.8318318318318,2.0,0,1,0,0,0,0,0,0,0
31296,apartment,Almagro,Capital Federal,-34.607263,-58.4276554,76000.0,33.0,33.0,2303.030303030303,1.0,1,0,0,0,1,0,0,0,0
31297,apartment,Centro / Microcentro,Capital Federal,-34.6073457,-58.3820212,150000.0,73.0,73.0,2054.794520547945,4.0,1,1,0,0,0,0,0,1,0
31325,store,Mataderos,Capital Federal,-34.67244779999999,-58.4988376,100000.0,115.0,115.0,869.5652173913044,2.0,0,1,0,0,0,0,0,0,0
