,property_type,place_name,state_name,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,rooms,terraza,patio,parrilla,salon,laundry,pileta,cochera,estado_nuevo,estado_a_reciclar
0,PH,Mataderos,Capital Federal,-34.6618237,-58.5088387,62000.0,55.0,40.0,1127.2727272727273,2.0,0,1,0,0,1,0,0,1,0
2,apartment,Mataderos,Capital Federal,-34.6522615,-58.5229825,72000.0,55.0,55.0,1309.090909090909,2.0,0,0,0,0,1,0,0,0,0
7,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,138000.0,45.0,40.0,3066.6666666666665,1.0,0,0,0,0,1,1,0,1,0
8,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,195000.0,65.0,60.0,3000.0,3.0,0,0,0,0,1,1,0,1,0
13,apartment,Palermo Soho,Capital Federal,-34.580503566,-58.4058744847,111700.0,50.0,30.0,2234.0,1.0,1,0,0,0,0,1,0,0,0
14,apartment,Palermo Soho,Capital Federal,-34.580503566,-58.4058744847,147900.0,42.0,31.0,3521.4285714285716,1.0,0,0,0,0,0,1,0,0,0
16,PH,Mataderos,Capital Federal,-34.6523561177,-58.5016239381,239000.0,140.0,98.0,1707.142857142857,4.0,0,0,1,0,0,0,0,0,0
19,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,350000.0,104.0,96.0,3365.3846153846152,3.0,1,0,0,0,0,0,0,1,0
21,apartment,Palermo,Capital Federal,-34.590926,-58.4116653,270500.0,118.0,73.0,2292.3728813559323,4.0,0,1,0,0,0,0,0,0,0
29,apartment,Flores,Capital Federal,-34.635117947800005,-58.4739639408,75000.0,43.0,43.0,1744.1860465116279,2.0,0,0,0,0,0,0,0,0,0
35,apartment,Boedo,Capital Federal,-34.6217693287,-58.4221081951,145000.0,80.0,77.0,1812.5,4.0,0,0,0,0,0,0,0,1,0
38,apartment,Las Cañitas,Capital Federal,-34.571149600000005,-58.4232966,480000.0,220.0,130.0,2181.818181818182,3.0,1,0,1,0,0,1,1,0,0
47,house,Puerto Madero,Capital Federal,-34.6177194,-58.3620561,70000.0,80.0,50.0,875.0,4.0,0,0,0,0,0,0,0,0,0
48,apartment,Balvanera,Capital Federal,-34.60967479999999,-58.3986588,240000.0,141.0,124.0,1702.127659574468,5.0,1,0,0,0,0,0,1,0,0
51,house,Boedo,Capital Federal,-34.636320899999994,-58.4107019,550000.0,504.0,324.0,1091.2698412698412,6.0,1,1,1,0,1,1,1,1,0
52,apartment,Caballito,Capital Federal,-34.6222111,-58.43912829999999,110000.0,50.0,50.0,2200.0,3.0,0,0,0,0,1,0,0,0,0
53,apartment,Caballito,Capital Federal,-34.623894314299996,-58.4468606529,170500.0,100.0,46.0,1705.0,2.0,0,0,0,0,0,0,0,0,0
54,apartment,Caballito,Capital Federal,-34.6209278,-58.44587360000001,220410.0,81.0,75.0,2721.1111111111113,3.0,0,0,0,0,0,0,1,0,0
55,apartment,Caballito,Capital Federal,-34.6209278,-58.44587360000001,222780.0,81.0,75.0,2750.3703703703704,3.0,0,0,0,0,0,0,1,0,0
57,store,Belgrano,Capital Federal,-34.5639725,-58.456535,250000.0,30.0,30.0,8333.333333333334,4.0,0,0,0,0,0,0,0,0,0
59,apartment,Caballito,Capital Federal,-34.6287865,-58.42778320000001,108000.0,70.0,67.0,1542.857142857143,3.0,0,0,0,0,1,0,0,0,1
60,apartment,Nuñez,Capital Federal,-34.553577600000004,-58.45551139999999,173000.0,50.0,50.0,3460.0,2.0,1,0,0,1,0,1,1,0,0
66,apartment,Boedo,Capital Federal,-34.6187769485,-58.4026450688,72900.0,38.0,38.0,1918.421052631579,1.0,0,0,0,0,0,0,0,1,0
98,apartment,Almagro,Capital Federal,-34.56910735,-58.40848979999999,109900.0,50.0,40.0,2198.0,2.0,1,1,1,1,0,1,1,1,0
108,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,170000.0,180.0,165.0,944.4444444444445,4.0,0,1,1,0,1,0,1,0,0
110,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,490000.0,744.0,350.0,658.6021505376344,4.0,0,0,1,0,0,1,1,0,0
115,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,440000.0,720.0,261.0,611.1111111111111,4.0,0,0,1,0,1,1,1,0,0
119,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,320000.0,200.0,185.0,1600.0,4.0,0,1,0,0,1,1,1,0,0
120,apartment,Belgrano,Capital Federal,-34.5626966465,-58.4601567114,178000.0,55.0,55.0,3236.3636363636365,3.0,0,0,0,0,1,0,1,0,0
121,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,370000.0,340.0,240.0,1088.235294117647,4.0,0,0,0,0,1,1,1,0,0
137,PH,Colegiales,Capital Federal,-34.579394,-58.445882,249000.0,126.0,126.0,1976.1904761904761,6.0,1,1,0,0,0,0,0,0,1
141,house,Floresta,Capital Federal,-34.6280255,-58.46624789999999,219500.0,600.0,170.0,365.8333333333333,3.0,0,0,0,0,0,1,0,0,0
157,apartment,Balvanera,Capital Federal,-34.617226445,-58.395942936800004,129000.0,80.0,80.0,1612.5,4.0,0,0,0,0,0,0,0,0,0
166,apartment,Caballito,Capital Federal,-34.620725,-58.438704,128000.0,51.0,51.0,2509.8039215686276,2.0,0,0,0,0,1,0,1,1,0
167,apartment,Balvanera,Capital Federal,-34.603172,-58.399464,118000.0,71.0,71.0,1661.9718309859154,3.0,0,0,0,0,0,0,0,0,0
178,apartment,Barrio Norte,Capital Federal,-34.594304,-58.403685,93000.0,35.0,35.0,2657.1428571428573,1.0,0,0,0,0,0,0,0,0,0
187,PH,Barracas,Capital Federal,-34.65045,-58.382404,160000.0,156.0,120.0,1025.6410256410256,5.0,1,0,1,0,0,0,0,0,0
200,apartment,Recoleta,Capital Federal,-34.5994274,-58.4015856,380000.0,196.0,196.0,1938.7755102040817,7.0,0,0,0,0,0,0,0,0,0
203,PH,Palermo,Capital Federal,-34.585483,-58.428493,315000.0,240.0,200.0,1312.5,4.0,1,1,0,0,1,0,1,0,0
204,store,Congreso,Capital Federal,-34.606296659,-58.3921889684,295000.0,103.0,103.0,2864.0776699029125,1.0,0,0,0,0,0,0,0,0,0
207,apartment,Villa Crespo,Capital Federal,-34.5976786,-58.4430195,73800.0,42.0,39.0,1757.142857142857,1.0,0,0,1,0,0,0,1,0,0
208,apartment,Villa Crespo,Capital Federal,-34.5972900112,-58.4476543572,72000.0,44.0,41.0,1636.3636363636363,1.0,0,0,1,0,0,0,1,0,0
209,apartment,Las Cañitas,Capital Federal,-34.56457657510001,-58.4372870022,235000.0,68.0,48.0,3455.8823529411766,2.0,0,0,0,0,0,1,0,1,0
210,apartment,Belgrano,Capital Federal,-34.5620844,-58.4566864,240000.0,57.0,54.0,4210.526315789473,2.0,1,0,1,0,0,0,1,1,0
215,store,Chacarita,Capital Federal,-34.5901808,-58.449152100000006,175000.0,80.0,80.0,2187.5,1.0,0,0,0,0,0,0,0,0,0
216,apartment,Belgrano,Capital Federal,-34.5621457,-58.449657,550000.0,160.0,150.0,3437.5,4.0,0,0,0,0,1,0,1,1,0
218,apartment,Villa Crespo,Capital Federal,-34.5976786,-58.4430195,62000.0,33.0,31.0,1878.7878787878788,1.0,0,0,1,0,0,0,1,0,0
219,apartment,Belgrano,Capital Federal,-34.565318065999996,-58.44175186020001,1100000.0,310.0,300.0,3548.3870967741937,6.0,0,0,0,0,0,1,1,0,0
220,apartment,Belgrano,Capital Federal,-34.5652650561,-58.438232801999995,237895.0,69.0,53.0,3447.753623188406,2.0,1,1,0,0,0,1,1,0,0
221,apartment,Belgrano,Capital Federal,-34.5652650561,-58.438232801999995,237895.0,69.0,53.0,3447.753623188406,2.0,1,1,0,0,0,1,1,0,0
222,apartment,Flores,Capital Federal,-34.6255474,-58.4688765,99000.0,65.0,62.0,1523.076923076923,3.0,0,0,0,0,1,0,0,0,0
225,apartment,Nuñez,Capital Federal,-34.542750299999994,-58.46014520000001,229000.0,66.0,59.0,3469.6969696969695,2.0,1,0,1,0,0,0,1,0,0
226,apartment,Nuñez,Capital Federal,-34.542750299999994,-58.46014520000001,135000.0,45.0,39.0,3000.0,1.0,1,0,1,0,0,0,1,0,0
227,apartment,Recoleta,Capital Federal,-34.588348789899996,-58.3900529339,620000.0,191.0,181.0,3246.0732984293195,5.0,0,0,0,0,1,0,1,0,0
229,apartment,Belgrano,Capital Federal,-34.5640079,-58.45670429999999,92600.0,33.0,33.0,2806.060606060606,1.0,0,0,0,0,1,1,1,0,0
230,apartment,Caballito,Capital Federal,-34.610434999999995,-58.443029,445000.0,158.0,154.0,2816.4556962025317,5.0,0,0,1,0,0,1,1,0,0
231,PH,Almagro,Capital Federal,-34.56910735,-58.40848979999999,165000.0,85.0,85.0,1941.1764705882354,4.0,0,0,0,0,0,0,0,0,0
241,apartment,Palermo,Capital Federal,-34.5888617,-58.41230720000001,147300.0,39.0,35.0,3776.923076923077,1.0,0,0,1,1,1,0,0,1,0
244,apartment,Puerto Madero,Capital Federal,-34.611463536900004,-58.3627451275,550000.0,109.0,99.0,5045.871559633028,4.0,0,0,0,0,1,1,1,0,0
251,apartment,Constitución,Capital Federal,-34.6304059,-58.38275110000001,88900.0,90.0,82.0,987.7777777777778,3.0,0,0,0,0,1,0,0,0,0
252,apartment,Puerto Madero,Capital Federal,-34.6194333916,-58.3613734778,1195000.0,198.0,185.0,6035.353535353535,4.0,1,0,1,0,1,1,1,1,0
253,apartment,Belgrano,Capital Federal,-34.5620844,-58.4566864,340000.0,128.0,120.0,2656.25,4.0,0,0,0,0,1,0,1,0,0
254,PH,Mataderos,Capital Federal,-34.6572422,-58.5029706,53000.0,28.0,28.0,1892.857142857143,1.0,0,0,0,0,0,0,0,0,0
255,apartment,Recoleta,Capital Federal,-34.5955984,-58.4127129,120000.0,33.0,33.0,3636.3636363636365,1.0,0,0,0,0,1,1,1,1,0
256,apartment,Palermo,Capital Federal,-34.5664787494,-58.4340748222,440000.0,175.0,175.0,2514.285714285714,4.0,1,1,1,0,1,0,1,0,0
258,apartment,Colegiales,Capital Federal,-34.5769639,-58.4514688,238000.0,126.0,120.0,1888.888888888889,4.0,0,0,0,0,1,0,1,0,0
259,apartment,Villa Urquiza,Capital Federal,-34.56178060000001,-58.4928894,267500.0,127.0,123.0,2106.299212598425,4.0,0,0,0,0,1,0,1,0,0
260,apartment,Villa Crespo,Capital Federal,-34.5950254,-58.4381255,305000.0,120.0,114.0,2541.6666666666665,4.0,0,0,0,0,1,0,1,0,0
262,apartment,Barrio Norte,Capital Federal,-34.5837821,-58.40422750000001,98000.0,37.0,37.0,2648.6486486486488,3.0,0,0,0,0,0,0,0,0,0
266,apartment,Palermo Hollywood,Capital Federal,-34.5765042465,-58.4314684478,135000.0,47.0,41.0,2872.340425531915,2.0,0,0,0,0,0,0,0,1,0
270,apartment,Saavedra,Capital Federal,-34.555257,-58.492172,95000.0,38.0,32.0,2500.0,1.0,1,0,1,0,1,1,0,1,0
271,apartment,Saavedra,Capital Federal,-34.555257,-58.492172,181000.0,71.0,67.0,2549.2957746478874,3.0,0,0,1,0,1,1,0,1,0
277,store,Monserrat,Capital Federal,-34.609641,-58.385127,470000.0,20.0,20.0,23500.0,1.0,0,0,0,0,0,0,0,0,0
282,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,770000.0,153.0,153.0,5032.679738562091,4.0,1,0,1,0,0,1,1,0,0
302,house,Pompeya,Capital Federal,-34.645897,-58.420619,370000.0,20.0,20.0,18500.0,7.0,1,1,0,0,0,0,1,0,0
311,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,350000.0,741.0,185.0,472.33468286099867,4.0,0,0,1,0,0,0,0,1,0
315,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,245000.0,160.0,135.0,1531.25,4.0,0,0,0,0,1,1,0,1,0
316,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,430000.0,125.0,156.0,3440.0,4.0,0,1,0,0,0,0,0,0,0
317,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,430000.0,125.0,156.0,3440.0,4.0,0,1,0,0,0,0,0,0,0
326,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,1600000.0,1050.0,632.0,1523.8095238095239,4.0,1,0,1,0,1,1,1,0,0
340,apartment,Parque Chas,Capital Federal,-34.588369,-58.483862,105900.0,42.0,42.0,2521.4285714285716,1.0,0,0,1,0,1,0,1,1,0
341,apartment,Barracas,Capital Federal,-34.631283,-58.3724,295000.0,128.0,128.0,2304.6875,4.0,0,0,0,0,1,0,0,0,0
351,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,61656.0,27.0,27.0,2283.5555555555557,1.0,0,0,1,0,1,0,0,0,0
352,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,62445.0,27.0,27.0,2312.777777777778,1.0,0,0,1,0,1,0,0,0,0
353,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,63246.0,27.0,27.0,2342.4444444444443,1.0,0,0,1,0,1,0,0,0,0
354,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,64046.0,27.0,27.0,2372.074074074074,1.0,0,0,1,0,1,0,0,0,0
355,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,74452.0,32.0,32.0,2326.625,1.0,0,0,1,0,1,0,0,0,0
356,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,75412.0,32.0,32.0,2356.625,1.0,0,0,1,0,1,0,0,0,0
357,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,76372.0,32.0,32.0,2386.625,1.0,0,0,1,0,1,0,0,0,0
358,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,62003.0,27.0,27.0,2296.4074074074074,1.0,0,0,1,0,1,0,0,0,0
359,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,62816.0,27.0,27.0,2326.5185185185187,1.0,0,0,1,0,1,0,0,0,0
360,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,63628.0,27.0,27.0,2356.5925925925926,1.0,0,0,1,0,1,0,0,0,0
361,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,64435.0,27.0,27.0,2386.4814814814813,1.0,0,0,1,0,1,0,0,0,0
362,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,65248.0,27.0,27.0,2416.5925925925926,1.0,0,0,1,0,1,0,0,0,0
363,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,74629.0,33.0,33.0,2261.4848484848485,1.0,0,0,1,0,1,0,0,0,0
364,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,75612.0,33.0,33.0,2291.2727272727275,1.0,0,0,1,0,1,0,0,0,0
365,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,76590.0,33.0,33.0,2320.909090909091,1.0,0,0,1,0,1,0,0,0,0
366,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,65984.0,28.0,28.0,2356.5714285714284,1.0,0,0,1,0,1,0,0,0,0
367,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,66826.0,28.0,28.0,2386.6428571428573,1.0,0,0,1,0,1,0,0,0,0
368,apartment,Paternal,Capital Federal,-34.603593700000005,-58.4654251,67668.0,28.0,28.0,2416.714285714286,1.0,0,0,1,0,1,0,0,0,0
370,store,Recoleta,Capital Federal,-34.5959674,-58.4097736,139000.0,33.0,33.0,4212.121212121212,2.0,0,0,1,0,1,0,0,1,0
378,apartment,Caballito,Capital Federal,-34.6173252463,-58.4492611885,70500.0,30.0,30.0,2350.0,2.0,1,0,1,0,0,0,1,0,0
379,apartment,Caballito,Capital Federal,-34.6064821857,-58.45840488050001,64500.0,28.0,25.0,2303.5714285714284,1.0,0,0,0,0,0,0,0,1,0
381,apartment,Puerto Madero,Capital Federal,-34.617915100000005,-58.3617661,350000.0,54.0,50.0,6481.481481481482,2.0,0,0,0,0,0,1,0,0,0
382,apartment,Agronomía,Capital Federal,-34.5924699,-58.4944042,140000.0,56.0,56.0,2500.0,2.0,1,0,1,1,1,1,1,1,0
383,PH,Villa Pueyrredón,Capital Federal,-34.5807783,-58.5058262,198000.0,116.0,68.0,1706.896551724138,3.0,1,1,0,0,1,0,0,1,0
384,apartment,Caballito,Capital Federal,-34.609806299999995,-58.4547167,91000.0,42.0,37.0,2166.6666666666665,1.0,0,0,1,0,0,0,1,1,0
385,apartment,Coghlan,Capital Federal,-34.561509,-58.4688221,96000.0,39.0,34.0,2461.5384615384614,1.0,1,0,0,0,0,0,1,1,0
386,apartment,Palermo,Capital Federal,-34.590242879899996,-58.4364018732,179000.0,70.0,61.0,2557.1428571428573,3.0,1,0,0,0,0,0,0,1,0
388,apartment,Almagro,Capital Federal,-34.609693799999995,-58.41981850000001,210000.0,77.0,72.0,2727.2727272727275,4.0,0,0,0,0,1,0,1,0,0
389,apartment,Caballito,Capital Federal,-34.6040507,-58.4324956,355000.0,200.0,178.0,1775.0,5.0,0,0,0,0,0,0,1,0,0
390,apartment,Parque Centenario,Capital Federal,-34.6040507,-58.4324956,355000.0,200.0,178.0,1775.0,5.0,0,0,0,0,0,0,1,0,0
400,apartment,Puerto Madero,Capital Federal,-34.617915100000005,-58.3617661,350000.0,54.0,50.0,6481.481481481482,2.0,0,0,0,0,0,1,0,0,0
401,apartment,Puerto Madero,Capital Federal,-34.617915100000005,-58.3617661,330000.0,54.0,50.0,6111.111111111111,2.0,0,0,0,0,0,1,1,0,0
403,apartment,San Telmo,Capital Federal,-34.626675382399995,-58.37266568890001,108356.0,41.0,36.0,2642.829268292683,1.0,1,1,1,0,0,1,1,1,0
405,apartment,Almagro,Capital Federal,-34.6176909,-58.4228255,120000.0,56.0,47.0,2142.8571428571427,3.0,0,0,0,0,0,0,0,1,0
411,apartment,Monserrat,Capital Federal,-34.6130871,-58.38135989999999,120000.0,60.0,60.0,2000.0,2.0,0,0,0,0,0,0,0,1,0
412,apartment,Recoleta,Capital Federal,-34.590333,-58.38647710000001,690000.0,235.0,235.0,2936.1702127659573,5.0,0,0,0,0,1,0,1,0,0
419,house,Floresta,Capital Federal,-34.633832700000006,-58.4926895,280000.0,200.0,100.0,1400.0,3.0,1,1,1,0,1,0,1,0,0
420,apartment,Belgrano,Capital Federal,-34.57478820000001,-58.46376850000001,520000.0,150.0,130.0,3466.6666666666665,3.0,1,0,1,1,1,1,1,0,0
422,apartment,Recoleta,Capital Federal,-34.5910354,-58.40062320000001,378000.0,140.0,136.0,2700.0,4.0,0,0,0,0,1,0,1,0,0
434,apartment,Flores,Capital Federal,-34.6182635,-58.46745799999999,72000.0,32.0,32.0,2250.0,1.0,0,0,0,0,0,0,0,1,0
435,apartment,Flores,Capital Federal,-34.6182635,-58.46745799999999,120000.0,120.0,50.0,1000.0,3.0,1,0,0,0,0,0,0,1,0
443,apartment,Palermo,Capital Federal,-34.584641,-58.411582,379900.0,175.0,175.0,2170.8571428571427,5.0,0,0,0,0,1,0,1,0,0
444,apartment,Palermo,Capital Federal,-34.58489,-58.419,95000.0,43.0,43.0,2209.3023255813955,2.0,0,0,0,0,0,0,0,0,0
450,apartment,Belgrano,Capital Federal,-34.562043,-58.461685,117000.0,44.0,44.0,2659.090909090909,2.0,0,1,1,0,0,0,0,0,0
476,apartment,Villa Urquiza,Capital Federal,-34.572645,-58.482177,230000.0,97.0,97.0,2371.134020618557,3.0,0,0,0,0,1,0,1,0,0
488,apartment,Villa Devoto,Capital Federal,-34.58755,-58.51061600000001,142000.0,54.0,54.0,2629.6296296296296,2.0,1,0,0,1,1,0,1,0,0
491,apartment,Barrio Norte,Capital Federal,-34.596335,-58.409886,250000.0,122.0,122.0,2049.1803278688526,3.0,0,1,1,0,1,0,1,1,0
496,apartment,Boca,Capital Federal,-34.633761,-58.360234,140000.0,83.0,74.0,1686.7469879518073,3.0,0,0,0,0,0,0,0,1,0
503,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,245000.0,160.0,135.0,1531.25,4.0,0,0,0,0,1,1,0,1,0
506,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,430000.0,230.0,230.0,1869.5652173913043,4.0,1,0,0,0,1,0,0,0,0
507,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,209000.0,297.0,140.0,703.7037037037037,4.0,0,0,0,0,1,1,0,0,0
514,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,340000.0,547.0,200.0,621.5722120658136,4.0,0,0,0,0,0,0,0,0,0
518,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,500000.0,1050.0,280.0,476.1904761904762,4.0,0,0,1,0,1,1,0,0,0
524,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,620000.0,879.0,287.0,705.3469852104664,4.0,1,0,1,0,1,1,0,0,0
555,store,San Telmo,Capital Federal,-34.624470200000005,-58.37117420000001,164000.0,75.0,75.0,2186.6666666666665,3.0,0,0,0,0,0,0,1,1,0
556,store,San Telmo,Capital Federal,-34.6211839,-58.37311629999999,210000.0,79.0,79.0,2658.227848101266,3.0,0,0,0,0,0,0,1,1,0
557,PH,Mataderos,Capital Federal,-34.650603600000004,-58.49614570000001,245000.0,326.0,160.0,751.5337423312883,4.0,0,0,1,0,1,1,0,0,0
558,apartment,Caballito,Capital Federal,-34.6209278,-58.44587360000001,65500.0,28.0,25.0,2339.285714285714,1.0,1,0,0,0,0,0,0,1,0
559,PH,Mataderos,Capital Federal,-34.6569204,-58.4897843,165000.0,150.0,150.0,1100.0,3.0,0,0,0,0,0,0,0,0,0
560,house,Parque Avellaneda,Capital Federal,-34.646054799999995,-58.4911219,160000.0,191.0,166.0,837.696335078534,1.0,0,0,0,0,0,0,0,0,0
564,apartment,Boca,Capital Federal,-34.6344961,-58.36313370000001,53000.0,33.0,31.0,1606.060606060606,1.0,0,0,0,0,0,0,0,0,0
565,apartment,Coghlan,Capital Federal,-34.56150820000001,-58.4688228,214000.0,104.0,80.0,2057.6923076923076,4.0,1,1,0,0,0,0,1,1,0
567,apartment,Palermo,Capital Federal,-34.571149600000005,-58.4232966,310000.0,106.0,100.0,2924.5283018867926,3.0,0,0,0,0,0,0,1,0,0
636,apartment,Recoleta,Capital Federal,-34.5955984,-58.4127129,167000.0,43.0,43.0,3883.720930232558,2.0,0,0,0,0,1,1,1,1,0
637,apartment,San Telmo,Capital Federal,-34.6211839,-58.37311629999999,94000.0,55.0,55.0,1709.090909090909,3.0,1,0,0,0,1,0,0,0,0
638,store,Barrio Norte,Capital Federal,-34.594538,-58.3962794,600000.0,210.0,210.0,2857.1428571428573,1.0,0,0,0,0,0,0,0,0,0
639,apartment,Boca,Capital Federal,-34.6344961,-58.36313370000001,94000.0,55.0,55.0,1709.090909090909,3.0,1,0,0,0,1,0,0,0,0
640,apartment,Barracas,Capital Federal,-34.634537,-58.3591752,94000.0,55.0,55.0,1709.090909090909,3.0,1,0,0,0,1,0,0,0,0
641,apartment,Recoleta,Capital Federal,-34.5895459,-58.39736360000001,105000.0,28.0,28.0,3750.0,1.0,0,0,0,0,1,1,1,1,0
643,apartment,Recoleta,Capital Federal,-34.5955984,-58.4127129,130000.0,37.0,37.0,3513.5135135135133,1.0,0,0,0,0,1,1,1,1,0
645,apartment,Recoleta,Capital Federal,-34.5955984,-58.4127129,235000.0,61.0,61.0,3852.4590163934427,2.0,0,0,0,0,1,1,1,1,0
647,apartment,Palermo,Capital Federal,-34.5927419,-58.406147,155000.0,43.0,37.0,3604.6511627906975,1.0,1,0,0,0,0,1,0,1,0
648,apartment,Palermo,Capital Federal,-34.5927419,-58.406147,245000.0,75.0,51.0,3266.6666666666665,1.0,1,0,0,0,0,1,0,1,0
656,apartment,Almagro,Capital Federal,-34.5978120648,-58.425596533400004,78490.0,38.0,32.0,2065.5263157894738,1.0,1,0,1,1,1,0,1,1,0
690,apartment,Colegiales,Capital Federal,-34.5849243283,-58.4522777509,98000.0,31.0,31.0,3161.2903225806454,2.0,0,0,0,0,1,0,0,0,0
691,PH,Belgrano,Capital Federal,-34.5666711,-58.4720061,152000.0,52.0,52.0,2923.076923076923,2.0,0,0,0,0,0,0,1,1,0
692,PH,Belgrano,Capital Federal,-34.5666711,-58.4720061,152000.0,52.0,52.0,2923.076923076923,3.0,0,0,0,0,0,0,1,1,0
693,PH,Belgrano,Capital Federal,-34.5666225,-58.4721291,152000.0,52.0,52.0,2923.076923076923,3.0,0,0,0,0,0,0,1,1,0
694,PH,Coghlan,Capital Federal,-34.5666643,-58.471989,152000.0,52.0,52.0,2923.076923076923,2.0,0,0,0,0,0,0,1,1,0
695,PH,Coghlan,Capital Federal,-34.5666643,-58.471989,152000.0,52.0,52.0,2923.076923076923,3.0,0,0,0,0,0,0,1,1,0
696,apartment,San Cristobal,Capital Federal,-34.62395,-58.3959922,115000.0,70.0,65.0,1642.857142857143,4.0,0,0,0,0,1,0,0,0,0
697,apartment,Barrio Norte,Capital Federal,-34.5993216,-58.3944644,100000.0,29.0,29.0,3448.2758620689656,2.0,0,0,0,0,0,0,0,0,0
698,apartment,Colegiales,Capital Federal,-34.570851399999995,-58.44876310000001,185000.0,53.0,49.0,3490.566037735849,2.0,0,0,1,0,1,0,0,1,0
699,apartment,Flores,Capital Federal,-34.6284062566,-58.4659506445,100000.0,50.0,45.0,2000.0,2.0,0,0,0,0,0,1,0,0,0
700,apartment,Flores,Capital Federal,-34.6284062566,-58.4659506445,105000.0,50.0,45.0,2100.0,2.0,0,0,0,0,0,1,0,0,0
712,apartment,Barrio Norte,Capital Federal,-34.594304,-58.403685,290000.0,104.0,102.0,2788.4615384615386,3.0,0,0,0,0,1,0,0,0,0
715,apartment,Flores,Capital Federal,-34.627185600000004,-58.481557,85000.0,51.0,51.0,1666.6666666666667,3.0,0,0,0,0,0,0,0,0,0
728,PH,Almagro,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,4.0,1,0,1,0,1,0,0,0,0
729,PH,Almagro,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,5.0,1,0,1,0,1,0,0,0,0
730,PH,Almagro,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,6.0,1,0,1,0,1,0,0,0,0
731,PH,Boedo,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,6.0,1,0,1,0,1,0,0,0,0
732,PH,Boedo,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,5.0,1,0,1,0,1,0,0,0,0
733,PH,Boedo,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,4.0,1,0,1,0,1,0,0,0,0
734,PH,Balvanera,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,6.0,1,0,1,0,1,0,0,0,0
735,PH,Balvanera,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,5.0,1,0,1,0,1,0,0,0,0
736,PH,Balvanera,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,4.0,1,0,1,0,1,0,0,0,0
737,apartment,Balvanera,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,4.0,1,0,1,0,1,0,0,0,0
738,apartment,Balvanera,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,5.0,1,0,1,0,1,0,0,0,0
739,apartment,Boedo,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,4.0,1,0,1,0,1,0,0,0,0
